reg_code;reg_desc;federal;act_num;act_desc;yr;act_vrp_acc;act_depr_acc;act_labor_acc
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2005;34368984,21;1991295,92;7727860,79
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2006;37497336,93;2771318,4;8204864,15
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2007;45845672,88;4314539,43;9041663,28
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2008;61706052,29;7144142,36;11199435,46
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2009;75930002,67;11217518,29;11765529,18
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2010;76058853,28;13173608,18;11884148,77
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2011;98542117,47;11998616,35;14025569,06
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2012;110433130;12997158,05;15863901,92
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2013;120544515,9;14429579,99;16219163,58
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2014;127864672;11316776,05;14921682,75
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2015;131667037,6;9956920,93;15256696,81
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2016;139822002,4;10543178,97;15065137,2
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a01;яекэяйне, кеямне унгъиярбн, нунрю, пшанкнбярбн х пшанбндярбн;2017;142199064,4;11991160;18019521,16
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2005;69967355,63;1476969,67;5922679,63
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2006;71646618,23;2129324,19;9034552,6
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2007;74799099,47;2092679,55;9109301,83
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2008;79212308,05;3255391,14;9394605,83
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2009;62736206,76;6430418,18;7778576,72
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2010;87391553,68;3766022,81;8587859,46
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2011;100150788,4;3111635,93;9747754,47
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2012;98548434,76;4501743,99;10164680,97
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2013;97070279,78;4569418,47;10287622,05
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2014;95517183,73;5051362,3;10413959,78
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2015;97332081,43;5759538,64;10131039,9
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2016;102685362,2;5590317,24;10305934,38
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a02;днашвю онкегмшу хяйноюелшу;2017;116547924,9;9400873;12016804,27
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2005;63407419,95;3669322,01;17164336,86
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2006;73996470,42;4124377,02;19853838,85
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2007;77844348,11;4398665,68;22222104,29
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2008;82748555,77;4487346,37;30380320,69
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2009;88209977,65;6730824,19;27375579,42
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2010;94913955,53;6528863,78;29869255,93
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2011;104879929,6;7050240,1;33366115,61
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2012;109389831,2;8137824,01;35765893,64
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2013;113765500,7;9486786,76;36503538,58
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2014;119567636,6;10664576,96;36223371,91
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2015;130567920,3;12567422,66;34796540,04
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2016;147280702,3;11333865,07;33579869,92
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a03;напюаюршбючыхе опнхгбндярбю;2017;153466500,4;12069376;34993546,84
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2005;12260925,22;1470333,72;2884959,74
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2006;12959803,63;1938435,79;3311339,62
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2007;13219002,19;1609324,5;3488326,17
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2008;15281170,47;650940,21;3104555,67
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2009;15174202,68;605559,96;3443652,89
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2010;16904070,71;562963,47;3767528,43
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2011;17174543,71;648049,87;4208876,38
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2012;16951289,33;710020,71;4379245,58
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2013;20256799,47;721294,96;4721433,32
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2014;17765230,83;802223,98;4457654,99
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2015;17392167,2;824180,58;4000864,36
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2016;17931325,14;726562,86;3658131,94
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a04;наеяоевемхе щкейрпхвеяйни щмепцхеи, цюгнл х оюпнл йнмдхжхнмхпнбюмхе бнгдсую;2017;18020998,8;4812012;4963235,57
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2005;3288142,2;164626,82;1214986,71
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2006;3475567,86;217038,16;1278568,42
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2007;3545079,87;180189,01;1242715,74
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2008;4098113,38;72882,92;1325851,16
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2009;4069426,69;67801,89;1433018,93
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2010;4533343,73;63032,56;1386368,44
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2011;4605879,32;72559,3;1519009,42
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2012;4546006,85;79497,9;1686932,12
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2013;5432480,5;80760,24;1668161,05
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2014;4764290,15;89821,5;1728966,4
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2015;4664241,74;92279,88;1592382,35
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2016;4808833,86;84849,19;1612754,76
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a05;бнднямюафемхе бндннрбедемхе, нпцюмхгюжхъ яанпю х срхкхгюжхх нрунднб, деърекэмнярэ он кхйбхдюжхх гюцпъгмемхи;2017;4664570,7;462226;2444384,2
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2005;30233951,47;282513,41;8468306,58
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2006;34103920,11;466271,46;9215285,35
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2007;43107363,06;558227,87;10997723,08
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2008;48409599,67;511792,18;10648160,69
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2009;39308626,98;559184,94;8488375,82
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2010;45598041,06;510395,73;8480499,5
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2011;53714499,95;765965,16;10114367,5
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2012;53929371,96;737189,34;10349432,71
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2013;54738336,59;786632,21;10584030,77
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2014;46910769,49;679860,22;9217401,39
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2015;56105317,91;646255,57;7912167,06
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2016;55488208,74;604021,71;7154019,65
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a06;ярпнхрекэярбн;2017;49994918;513789;8032086,76
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2005;42165911,34;343088,07;4628693,09
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2006;47268021,95;391547,86;5355440,22
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2007;55918118,44;525664,83;7160922,96
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2008;66654454,57;430184,95;9081887,66
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2009;74319720,85;414574,16;9197702,83
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2010;83163799,44;475913,46;8968647,69
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2011;89234833,16;429303,32;9934165,15
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2012;104047839,5;511973,56;10472582,02
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2013;101654770,5;547097,01;12105559,86
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2014;121782421,8;562158,91;11940944,26
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2015;114353754,8;480864,99;11972313,7
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2016;111151860;451785,4;13517264,43
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a07;рнпцнбкъ норнбюъ х пнгмхвмюъ пелнмр юбрнрпюмяонпрмшу япедярб х лнрнжхйкнб;2017;112708068,1;1809506;14718432,04
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2005;18541036,09;685086,4;5045933,28
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2006;21006995,57;514238,52;5155929,92
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2007;27561200,43;578093,31;5303924,33
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2008;29269998,47;669560,49;6128720,76
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2009;29270020,58;475509,35;5311483,87
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2010;34889890,79;521076,72;5708006,93
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2011;33389647,22;428023,66;6182957,55
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2012;34491534,15;525312,14;6504843
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2013;36009177,82;487455,56;6481007,63
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2014;34460802,47;751898,82;6613750,66
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2015;33323621,5;458426,15;6292232,71
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2016;32590509,44;271472,09;6485796,74
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a08;рпюмяонпрхпнбйю х упюмемхе;2017;34415589,8;1956165;6967104,82
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2005;1759153,83;18601,49;602893,57
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2006;1866463,62;29477,85;706168,96
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2007;1827269,21;30354,02;867299,09
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2008;2483258,87;13576,04;1004698,9
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2009;3215821,04;101484,24;995505,16
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2010;3019658,29;49403,95;1184506,87
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2011;2793186,21;39780,02;1306254,97
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2012;3125576,29;33294,97;1526000,73
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2013;3444385,13;33731,15;1691284,41
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2014;3506384,88;30042,76;1822373,63
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2015;3488852,99;27019,11;1643982,63
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2016;3544677,66;30283,89;1379161,49
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a09;деърекэмнярэ цнярхмхж х опедопхърхи наыеярбеммнцн охрюмхъ;2017;3675832,8;74878;833396,06
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2005;6375411,33;405602,27;1233565,4
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2006;7223341,56;304452,57;1936543,75
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2007;9477031,81;342257,49;772639,84
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2008;10064609;396410,21;1329613,09
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2009;10064616,65;281523,13;997708,32
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2010;11997032,02;308501,08;2105491,89
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2011;11481167,16;253409,44;3335201,51
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2012;11860055,52;311008,65;3374959,86
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2013;12381903,47;288595,84;3261541,37
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2014;11849488,24;445158,24;3394708,11
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2015;11458463,96;271409,1;2725397,27
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2016;11206383,79;167366,55;2952088,95
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a10;деърекэмнярэ б накюярх хмтнплюжхх х ябъгх;2017;12607190,1;1391535;2628688,98
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2005;8575360,07;80064,19;1317797,36
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2006;12151289,37;246248,18;1620105,41
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2007;16489300,2;322929,3;1811865,24
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2008;19539836,24;326803,77;1862060,28
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2009;22763915,41;362913,5;2060874,62
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2010;22991560,41;250122;2213747,74
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2011;23980201,14;231888,98;2949481,38
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2012;25994551,42;291509,89;3197390,27
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2013;26774401,34;334289,16;3238575,64
1;аЕКЦНПНДЯЙЮЪ НАКЮЯРЭ;жтн;a12;деърекэмнярэ он ноепюжхъл я медбхфхлшл хлсыеярбнл;2014;27363443,88;325544,05;2916686,09
